abandoned,បោះបង់ចោល
vancouver,ទីក្រុងVancouver
vanilla,វ៉ានីឡា
variable,អថេរ
variables,អថេរ
variance,វ៉ារ្យ៉ង់
variation,បំរែបំរួល
variations,ដែលអាចជំនួសគ្នាបាន
varied,បានប្រែប្រួល
varies,ផ្សេងៗ
varieties,ប្រភេទ
variety,ភាពចម្រុះ
various,ផ្សេងៗ
vary,ប្រែប្រួល
varying,ការប្រែប្រួល
vast,ធំ
vatican,បុរីវ៉ាទីកង់
vault,តំបន់សុវត្ថិភាព
vector,វ៉ិចទ័រ
vegas,វេហ្គាស
vegetable,បន្លែ
vegetables,បន្លែ
vegetarian,អ្នកតមសាច់
vegetation,រុក្ខជាតិ
vehicle,យានជំនិះ
vehicles,យានជំនិះ
velocity,ល្បឿន
vendor,អ្នកលក់
vendors,អ្នកលក់
venezuela,វេណេស៊ុយអេឡា
venice,វេនីស
venture,ការបណ្តាក់ទុន
ventures,ការបណ្តាក់ទុន
venue,ទីកន្លែង
venues,វេន
verbal,ពាក្យសំដី
verde,កាបេស
verification,ការផ្ទៀងផ្ទាត់
verified,បានផ្ទៀងផ្ទាត់
verify,ផ្ទៀងផ្ទាត់
verizon,វីហ្សុន
vermont,វឺម៉ុន
verse,ខគម្ពីរ
version,កំណែ
versions,កំណែ
versus,ទល់នឹង
vertex,ចំណុចកំពុលមុំ
vertical,បញ្ឈរ
very,ខ្លាំង
verzeichnis,
vessel,នាវា
vessels,នាវា
veteran,អតីតយុទ្ធជន
veterans,អតីតយុទ្ធជន
veterinary,ពេទ្យសត្វ
via,តាមរយៈ
vibrator,ឧបករណ៍រំញ័រ
vibrators,ឧបករណ៍រំញ័រ
vice,អនុ
victim,ជនរងគ្រោះ
victims,ជនរងគ្រោះ
victoria,វិចតូរីយ៉ា
victorian,អ្នកឈ្នះ
victory,ជ័យជំនះ
video,វីដេអូ
videos,វីដេអូ
vids,វីដេអូ
vietnam,វៀតណាម
vietnamese,ភាសាវៀតណាម
view,មើល
viewed,បានមើល
viewer,កម្មវិធីមើល
viewers,អ្នកមើល
viewing,ការមើល
viewpicture,រូបភាពមើល
views,មើល
viking,viking
villa,វីឡា
village,ភូមិ
villages,ភូមិ
villas,វីឡា
vincent,វ៉ាំងសង់
vintage,រសជាតិ
vinyl,វីនីល
violation,ការបំពាន
violations,ការរំលោភបំពាន
violence,អំពើហឹង្សា
violent,អំពើហិង្សា
violin,វីយូឡុង
vip,VIP
viral,កំពុងសាយភាយ
virgin,ព្រហ្មចារី
virginia,ព្រហ្មចារី
virtual,និម្មិត
virtually,សិប្បនិម្មិត
virtue,គុណធម៌
virus,មេរោគ
viruses,វីរុស
visa,ទិដ្ឋាការ
visibility,ភាពមើលឃើញ
visible,អាចមើលឃើញ
vision,ចក្ខុវិស័យ
visit,ទស្សនា
visited,បានទៅទស្សនា
visiting,ទស្សនា
visitor,អ្នកទស្សនា
visitors,អ្នកទស្សនា
visits,ទស្សនា
vista,ទិដ្ឋាការ
visual,មើលឃើញ
vital,សំខាន់
vitamin,វីតាមីន
vitamins,វីតាមីន
vocabulary,វាក្យសព្ទ
vocal,សំឡេង
vocals,សំឡេង
vocational,វិជ្ជាជីវៈ
voice,សំឡេង
voices,សំឡេង
void,ទុកជាមោឃៈ
voip,សំឡេងរោទិ៍
vol,វ៉ុល
volleyball,កីឡាបាល់ទះ
volt,វ៉ុល
voltage,វ៉ុល
volume,កម្រិតសំឡេង
volumes,កម្រិតសំឡេង
voluntary,ស្ម័គ្រចិត្ត
volunteer,អ្នកស្ម័គ្រចិត្ត
volunteers,អ្នកស្ម័គ្រចិត្ត
volvo,វ៉ុលវ៉ូ
von,វ៉ុន
vote,បោះឆ្នោត
voted,បានបោះឆ្នោត
voters,អ្នកបោះឆ្នោត
votes,ការបោះឆ្នោត
voting,ការបោះឆ្នោត
voyeur,អ្នកធ្វើដំណើរ
vpn,VPN
vs,ទល់នឹង
vulnerability,ភាពងាយរងគ្រោះ
vulnerable,ងាយរងគ្រោះ
wage,ប្រាក់ឈ្នួល
wages,ប្រាក់ឈ្នួល
wagner,wagner
wagon,រទេះ
wait,រង់ចាំ
waiting,រង់ចាំ
waiver,បោះបង់
wake,ភ្ញាក់
wal,វ៉ាល់
wales,វេលស៍
walk,ដើរ
walked,បានដើរ
walker,អ្នកដើរ
walking,ដើរ
walks,ដើរ
wall,ជញ្ជាំង
wallace,វ៉ាឡេស
wallet,កាបូប
wallpaper,ផ្ទាំងរូបភាព
wallpapers,ផ្ទាំងរូបភាព
walls,ជញ្ជាំង
walnut,ផ្លែវ៉លណាត់
walt,ក្រុមហ៊ុនWaltDisney
wanna,ចង់
want,ចង់
wanted,ចង់បាន
wanting,ចង់បាន
wants,ចង់
war,សង្គ្រាម
warcraft,យន្តហោះចម្បាំង
ward,
ware,ទំនិញ
warehouse,ឃ្លាំង
warm,ក្តៅ
warming,ការឡើងកម្ដៅ
warned,ព្រមាន
warner,អ្នកព្រមាន
warning,ការព្រមាន
warnings,ការព្រមាន
warrant,ធានា
warranties,ការធានា
warranty,ការធានា
warren,វ៉ារិន
warrior,អ្នកចម្បាំង
warriors,អ្នកចម្បាំង
wars,សង្គ្រាម
was,គឺ
wash,លាង
washer,ម៉ាស៊ីនបោកគក់
washing,ពេលកំពុងលុប
washington,វ៉ាស៊ីនតោន
waste,កាកសំណល់
waste,ខ្ជះខ្ជាយ
watch,មើល
watched,បានឃ្លាំមើល
watches,នាឡិកា
watching,កំពុងមើល
water,ទឹក
waterproof,មិនជ្រាបទឹក
waters,ទឹក
watershed,ការបែងចែកទឹក
watson,វ៉ាត់សុន
watt,វ៉ាត់
watts,វ៉ាត់
wave,រលក
waves,រលក
wax,ក្រមួន
way,វិធី
ways,វិធី
wc,បន្ទប់ទឹក
weak,ខ្សោយ
wealth,ទ្រព្យសម្បត្តិ
weapon,អាវុធ
weapons,អាវុធ
wear,ពាក់
wearing,ពាក់
weather,អាកាសធាតុ
web,វែប
webcam,កាមេរ៉ាបណ្ដាញ
webcams,កាមេរ៉ាបណ្ដាញ
webcast,ការផ្សាយតាមបណ្ដាញ
weblog,កំណត់ហេតុបណ្ដាញ
weblogs,កំណត់ហេតុបណ្ដាញ
webmaster,អ្នកគ្រប់គ្រងគេហទំព័រ
webmasters,អ្នកគ្រប់គ្រងគេហទំព័រ
webpage,គេហទំព័រ
webshots,រូបថតលើបណ្ដាញ
website,គេហទំព័រ
websites,គេហទំព័រ
wed,អាពាហ៍ពិពាហ៍
wedding,អាពាហ៍ពិពាហ៍
weddings,អាពាហ៍ពិពាហ៍
wednesday,ថ្ងៃពុធ
weed,ស្មៅ
week,សប្តាហ៍
weekend,ចុងសប្តាហ៍
weekends,ចុងសប្តាហ៍
weekly,ប្រចាំសប្តាហ៍
weeks,សប្តាហ៍
weight,ទម្ងន់
weighted,មានទម្ងន់
weights,ទម្ងន់
weird,ចំលែក
welcome,ស្វាគមន៍
welding,ការផ្សារ
welfare,សុខុមាលភាព
well,ល្អ
wellness,សុខុមាលភាព
wells,ល្អ
went,បានទៅ
were,បាន
west,ខាងលិច
western,ខាងលិច
wet,សើម
whale,ត្រីបាឡែន
what,អ្វី
whatever,អ្វីក៏ដោយ
whats,អ្វី
wheat,ស្រូវសាឡី
wheel,កង់
wheels,កង់
when,ពេលណា
whenever,នៅពេលណាក៏បាន
where,នៅឯណា
whereas,ចំណែកឯ
wherever,នៅទីណាក៏ដោយ
whether,ថាតើ
which,ដែល
while,ខណៈពេល
whilst,ខណៈពេលដែល
white,ស
who,នរណា
whole,ទាំងមូល
wholesale,លក់ដុំ
whom,អ្នកណា
whore,ស្រីពេស្យា
whose,នរណា
why,ហេតុអ្វី
wicked,ទុច្ចរិត
wide,ធំទូលាយ
widely,យ៉ាងទូលំទូលាយ
wider,កាន់តែទូលំទូលាយ
widescreen,អេក្រង់ធំ
widespread,រីករាលដាល
width,ទទឹង
wife,ប្រពន្ធ
wifi,វ៉ាយហ្វាយ
wiki,វីគី
wikipedia,វិគីភីឌា
wild,ព្រៃ
wilderness,វាលរហោស្ថាន
wildlife,សត្វព្រៃ
will,នឹង
william,វីលៀម
williams,វីលៀម
willing,មានឆន្ទៈ
willow,ដើមសូល
willow,ដើមសួល
wilson,វីលសុន
win,ឈ្នះ
wind,ខ្យល់
window,បង្អួច
windows,វីនដូ
winds,ខ្យល់
wine,ស្រា
wines,ទំពាំងបាយជូរ
wing,ស្លាប
wings,ស្លាប
winner,អ្នកឈ្នះ
winners,អ្នកឈ្នះ
winning,ឈ្នះ
wins,ឈ្នះ
winter,រដូវរងា
wire,ខ្សែ
wired,ដោយខ្សែ
wireless,ឥតខ្សែ
wires,ខ្សែភ្លើង
wiring,ខ្សែភ្លើង
wisconsin,វីស្កុងស៊ីន
wisdom,ប្រាជ្ញា
wise,ឆ្លាត
wish,ប្រាថ្នា
wishes,បំណង
wishing,ជូនពរ
wishlist,បញ្ជីប្រាថ្នា
witch,មេធ្មប់
with,ជាមួយ
withdrawal,ដក
within,នៅក្នុង
without,ដោយគ្មាន
witness,សាក្សី
witnesses,សាក្សី
wives,ប្រពន្ធ
wizard,អ្នកជំនួយការ
wolf,ចចក
woman,ស្ត្រី
women,ស្ត្រី
womens,ស្ត្រី
won,ឈ្នះ
wonder,ឆ្ងល់
wonderful,អស្ចារ្យ
wondering,ឆ្ងល់
wood,ឈើ
wooden,ឈើ
woods,ឈើ
wool,ឡែន
word,ពាក្យ
wordpress,វឺតប្រែស
words,ពាក្យ
work,ធ្វើការ
worked,បានធ្វើការ
worker,កម្មករ
workers,កម្មករ
workflow,ចរន្តការងារ
workforce,កម្លាំងពលកម្ម
working,ធ្វើការ
workout,លំហាត់ប្រាណ
workplace,កន្លែងធ្វើការ
works,ធ្វើការ
workshop,សិក្ខាសាលា
workshops,សិក្ខាសាលា
workstation,ស្ថានីយការងារ(Workstation)
world,ពិភពលោក
worlds,ពិភពលោក
worldwide,ទូទាំងពិភពលោក
worm,ដង្កូវ
worn,ពាក់
worried,បារម្ភ
worry,បារម្ភ
worse,កាន់តែអាក្រក់
worship,ថ្វាយបង្គំ
worst,អាក្រក់បំផុត
worth,មានតម្លៃ
worthy,ស័ក្តិសម
would,នឹង
wound,របួស
wow,អស្ចារ្យ
wrap,រុំ
wrapped,បានរុំ
wrapping,ការរុំ
wrestling,ប្រដាល់
wright,រ៉ាយ
wrist,កដៃ
write,សរសេរ
writer,អ្នកនិពន្ធ
writers,អ្នកនិពន្ធ
writes,សរសេរ
writing,ការសរសេរ
writings,សំណេរ
written,សរសេរ
wrong,ខុស
wrote,បានសរសេរ
www,QShortcut
wyoming,វីយ៉ូមីង
yacht,កាណូត
yahoo,យ៉ាហ៊ូ
yale,សាកលវិទ្យាល័យYale
yamaha,យ៉ាម៉ាហា
yang,យ៉ាងជឺ
yard,រង្វាស់យ៉ាត
yards,យ៉ាត
yarn,អំបោះ
yea,បាទ
yeah,បាទ
year,ឆ្នាំ
yearly,ប្រចាំឆ្នាំ
years,ឆ្នាំ
yeast,មេដំបែ
yellow,លឿង
yen,យ៉េន
yes,បាទ
yes,ចាស
yesterday,ម្សិលមិញ
yet,នៅឡើយ
yield,ទិន្នផល
yields,ទិន្នផល
yoga,យូហ្គា
york,យ៉ក
you,អ្នក
young,ក្មេង
younger,ក្មេងជាងវ័យ
your,របស់អ្នក
yours,របស់អ្នក
