roman,target,freq,freq_lang,category,status,notes
aa,អា!,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stohsta,ស្ទុះស្ទា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stongda,ស្តង់ដា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stongmate,ស្ទង់មតិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stotebathakkak,ស្តុតិបាឋកៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stotebatheka,ស្តុតិបាឋិកា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stotekaktha,ស្តុតិកថា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stoteveattin,ស្តុតិវាទិន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stoteveattini,ស្តុតិវាទិនី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streibrormuk,ស្ត្រីប្រមុខ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streichoarya,ស្ត្រីចរ្យា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streigrobleak,ស្ត្រីគ្រប់លក្ខណ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streijeat,ស្ត្រីជាតិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streijun,ស្ត្រីជន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streika,ស្ត្រីការ្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streikam,ស្ត្រីកាម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streikse,ស្ត្រីក្សីរ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streikse,ស្ត្រីក្សេរ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streileak,ស្ត្រីលក្សណ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streileak,ស្ត្រីលក្សណ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streileak,ស្ត្រីល័ក្សណ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streilueng,ស្ត្រីលិង្គ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streimeayea,ស្ត្រីមាយា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streimon,ស្ត្រីមន្ត្រ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streiniyum,ស្ត្រីនិយម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streipheab,ស្ត្រីភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streiphet,ស្ត្រីភេទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streiroat,ស្ត្រីរត្ន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streiroat,ស្ត្រីរ័ត្ន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streiroksiphlovphet,ស្ត្រីរកស៊ីផ្លូវភេទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streisamphouk,ស្ត្រីសម្ភោគ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streitthoar,ស្ត្រីធម៌,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streitthon,ស្ត្រីធន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streittves,ស្ត្រីទ្វេស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streittyut,ស្ត្រីទ្យូត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streivijit,ស្ត្រីវិជិត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streivleak,ស្ត្រីវរលក្សណ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
streivleak,ស្ត្រីវរល័ក្សណ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
stres,ស្ត្រេស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
strouk,ស្ត្រូក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
sunami,ស៊ូណាមិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suomoatsuopeak,សួរមាត់សួរពាក្យ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suopreat,សួព្រ័ត្រ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suosak,សួរសាក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suosdei,សួស្ដី!,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suosdeipheab,សួស្ដីភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suosdeiphoat,សួស្ដីភ័ទ្រ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suosokttuk,សួរសុខទុក្ខ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suoyrey,សួយរៃ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
suoysaaakor,សួយសារអាករ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svae,ស្វ៊ែ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaemek,ស៊្វែមេឃ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaengsvah,ស្វែងស្វះ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaengyol,ស្វែងយល់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svagatakpheab,ស្វាគតភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svagatang,ស្វាគតំ!,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svahab,ស្វាហាបតិ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svahayeak,ស្វាហាយៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svahsvaeng,ស្វះស្វែង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaibrornetthean,ស្វ័យប្រណិធាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaibrorvoattakkam,ស្វ័យប្រវត្តកម្ម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaichaklat,ស្វ័យចល័ត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaigrobgrong,ស្វ័យគ្រប់គ្រង,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaiheranhnhabbbakttean,ស្វ័យហិរញ្ញប្បទាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaikam,ស្វ័យកម្ម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaikapea,ស្វ័យការពារ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svainiyouch,ស្វ័យនិយោជន៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaioatthakbot,ស្វ័យអត្ថបទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svairi,ស្វៃរី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svairibrorttes,ស្វៃរីប្រទេស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svairipheab,ស្វៃរីភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaiseksa,ស្វ័យសិក្សា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaittheaknapheab,ស្វ័យធនភាព,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaiveaytamlai,ស្វ័យវាយតម្លៃ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaivikret,ស្វ័យវិក្រិតិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaivivechakna,ស្វ័យវិវេចនា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svaiyubbakttes,ស្វយូបទេស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svakres,ស្វាក្រិស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svakttesakpheak,ស្វទេសភ័ក្ដ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svakttesakpheakkdei,ស្វទេសភក្ដី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svammipheak,ស្វាមីភក្ដិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svammipheak,ស្វាមីភ័ក្ដិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svammipheakriyea,ស្វាមីភរិយា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svanbok,ស្វានបុក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
svangaarom,ស្វាងអារម្មណ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
